bloquinho,idade,faixaetaria,morador,estado,ufpais,pernoitar,quantaspernoites,meiodehospedagem,transporteparacidade,mesviagem,fonteinfocarnaval,gastohospedagem,faixagastohospedagem,gastoatrativos,faixagastoatrativos,gastoalimentacao,faixagastoalimentacao,gastotransporte,faixagastotransporte,gastofatansias,faixagastofatansias,gastocompras,faixagastocompras,gastoingressos,faixagastoingressos,gastooutros,faixagastooutros,gastototal,faixagastototal,pessoas_no_gasto,gastopercapto,faixagastopercapto,diascarnaval,gastomediodiario,faixagastomediodiario,gastomediodiariopercapto,faixagastomediodiariopercapto,infocarnaval,opiniaocarnaval,pioroupq,expectativas_carnaval,avaliacao_geral,banheiros,seguranca,precos,voltarcarnaval,alemdosblocos,patrocinador,genero,escolaridade,estadocivil,renda,faixarenda,rendamedia,transporteblocos,apoioLGBTQIA,fazparteLGBTQIA,data
HAVAYANAS USADAS,26,Jovem,Morador,Minas Gerais,Brasil,,,,,,,,,,,0,Muito baixo (zero),30,Baixo,0,Muito baixo (zero),50,Baixo,0,Muito baixo (zero),0,Muito baixo (zero),8000,Muito alto,1,8000,Muito alto,4,2000,Muito alto,20,Baixo,Outros sites,Melhorou,,Atendeu plenamente,8,9,9,9,Sim,Nenhuma,Brahma,Masculino,Ensino Superior completo,Solteiro(a),Entre 5 SM e 7 SM (R$6.51001 a R$ 9.11400),Entre 5 e 7 SM,7812,Onibus coletivo,Sim,Sim,2023-02-20
HAVAYANAS USADAS,21,Jovem,Morador,Minas Gerais,Brasil,,,,,,,,,,,30,Baixo,9,Baixo,40,Baixo,0,Muito baixo (zero),0,Muito baixo (zero),0,Muito baixo (zero),7900,Muito alto,3,2633,Muito alto,3,2633,Muito alto,878,Alto,Twitter,Melhorou,,Superou,9,3,2,5,Sim,Nenhuma,Nao sabe,Feminino,Ensino Medio completo,Solteiro(a),NR_NS,,,Onibus coletivo,Sim,Nao,2023-02-20
BAIANAS OZADAS,39,Adulto,Morador,Minas Gerais,Brasil,,,,,,,,,,,100,Baixo,0,Muito baixo (zero),0,Muito baixo (zero),0,Muito baixo (zero),0,Muito baixo (zero),0,Muito baixo (zero),100,Baixo,1,100,Baixo,1,100,Baixo,100,Baixo,Instagram,Melhorou,,Atendeu plenamente,9,0,9,9,Nao,Nenhuma,Prefeitura,Feminino,Ensino Superior completo,Divorciado(a),Entre 3 SM e 5 SM (R$3.906 01 a R$6.51000),Entre 3 e 5 SM,5208,Veiculo Proprio,Sim,Nao,2023-02-20
BAIANAS OZADAS,34,Adulto,Morador,Minas Gerais,Brasil,,,,,,,,,,,308,Médio,400,Médio,0,Muito baixo (zero),800,Alto,500,Médio,200,Médio,220800,Muito alto,1,220800,Muito alto,4,55200,Muito alto,552,Alto,Outros sites,,,Atendeu plenamente,8,6,8,8,Sim,Eventos Privados,Populacao,Masculino,Posgraduacao/ Mestrado/ Doutorado completo,Solteiro(a),Acima de 10 SM (R$ 13.02001),Acima de 10 SM,13020,Aplicativos (Uber/99/InDrive),Sim,Nao,2023-02-20
BAIANAS OZADAS,28,Jovem,Morador,Minas Gerais,Brasil,,,,,,,,,,,50,Baixo,20,Baixo,0,Muito baixo (zero),300,Médio,0,Muito baixo (zero),0,Muito baixo (zero),37000,Muito alto,1,37000,Muito alto,5,7400,Muito alto,74,Baixo,www.portalbelohorizonte.com.br,Melhorou,,Superou,10,10,9,6,Sim,Eventos Privados,Brahma,Masculino,Ensino Medio completo,Solteiro(a),Entre 1 SM e 3 SM (R$ 1.30201 a R$3.90600),Entre 1 e 3 SM,2604,Veiculo Proprio,Sim,Nao,2023-02-20
BAIANAS OZADAS,24,Jovem,Visitante,Sao Paulo,Brasil,Sim,4,Casa de Amigos/Parentes,Onibus rodoviario,Janeiro,Ja morou em Belo Horizonte,0,Muito baixo (zero),0,Muito baixo (zero),100,Baixo,150,Médio,0,Muito baixo (zero),0,Muito baixo (zero),0,Muito baixo (zero),0,Muito baixo (zero),25000,Muito alto,2,12500,Muito alto,4,6250,Muito alto,3125,Muito alto,Instagram,Nem melhorou nem piorou,,Atendeu plenamente,8,6,8,7,Sim,Nenhuma,Prefeitura,Feminino,Ensino Superior completo,Solteiro(a),Entre 5 SM e 7 SM (R$6.51001 a R$ 9.11400),Entre 5 e 7 SM,7812,A pe,Sim,Nao,2023-02-20
HAVAYANAS USADAS,30,Adulto,Morador,Minas Gerais,Brasil,,,,,,,,,,,0,Muito baixo (zero),60,Baixo,150,Médio,50,Baixo,0,Muito baixo (zero),0,Muito baixo (zero),26000,Muito alto,1,26000,Muito alto,4,6500,Muito alto,65,Baixo,Twitter,Nem melhorou nem piorou,,Atendeu plenamente,9,2,9,1,Sim,Nenhuma,Brahma,Feminino,Ensino Medio completo,Solteiro(a),Entre 5 SM e 7 SM (R$6.51001 a R$ 9.11400),Entre 5 e 7 SM,7812,A pe,Sim,Nao,2023-02-20
HAVAYANAS USADAS,45,Meia-idade,Morador,Minas Gerais,Brasil,,,,,,,,,,,60,Baixo,70,Baixo,0,Muito baixo (zero),0,Muito baixo (zero),0,Muito baixo (zero),0,Muito baixo (zero),13000,Muito alto,4,3250,Muito alto,2,6500,Muito alto,1625,Muito alto,Instagram,Nem melhorou nem piorou,,Atendeu plenamente,8,8,7,7,Sim,Nenhuma,Deus,Feminino,Ensino Medio completo,Casado(a),Entre 3 SM e 5 SM (R$3.906 01 a R$6.51000),Entre 3 e 5 SM,5208,Onibus coletivo,Sim,Sim,2023-02-20
BAIANAS OZADAS,36,Adulto,Visitante,Minas Gerais,Brasil,Sim,2,Albergue/Hostel,APP carro (Uber 99 In driver),Janeiro,Ja conhece,200,Médio,300,Médio,450,Médio,0,Muito baixo (zero),250,Médio,0,Muito baixo (zero),0,Muito baixo (zero),0,Muito baixo (zero),120000,Muito alto,1,120000,Muito alto,2,60000,Muito alto,600,Alto,Instagram,Melhorou,,Superou,9,5,8,4,Sim,Eventos Privados,Prefeitura,Masculino,Ensino Tecnico completo,Solteiro(a),Acima de 10 SM (R$ 13.02001),Acima de 10 SM,13020,A pe,Sim,Sim,2023-02-20
HAVAYANAS USADAS,40,Meia-idade,Morador,Minas Gerais,Brasil,,,,,,,,,,,500,Médio,200,Médio,0,Muito baixo (zero),0,Muito baixo (zero),0,Muito baixo (zero),0,Muito baixo (zero),70000,Muito alto,2,35000,Muito alto,4,17500,Muito alto,8750,Muito alto,Instagram,Melhorou,,Atendeu plenamente,9,8,9,9,Sim,Eventos Privados,Belotur,Feminino,Posgraduacao/ Mestrado/ Doutorado completo,Casado(a),Entre 5 SM e 7 SM (R$6.51001 a R$ 9.11400),Entre 5 e 7 SM,7812,Aplicativos (Uber/99/InDrive),Sim,Nao,2023-02-20
HAVAYANAS USADAS,53,Meia-idade,Morador,Minas Gerais,Brasil,,,,,,,,,,,50,Baixo,80,Baixo,100,Baixo,0,Muito baixo (zero),0,Muito baixo (zero),0,Muito baixo (zero),230,Médio,3,76.67,Baixo,9,25.56,Baixo,8.52,Baixo,Instagram,Melhorou,,Atendeu plenamente,10,10,10,8,Sim,Eventos Privados,Prefeitura,Feminino,Ensino Superior completo,Divorciado(a),Entre 3 SM e 5 SM (R$3.906 01 a R$6.51000),Entre 3 e 5 SM,5208,Aplicativos (Uber/99/InDrive),Sim,Nao,2023-02-20
BAIANAS OZADAS,34,Adulto,Morador,Minas Gerais,Brasil,,,,,,,,,,,750,Alto,0,Muito baixo (zero),5,Baixo,0,Muito baixo (zero),0,Muito baixo (zero),0,Muito baixo (zero),75500,Muito alto,1,75500,Muito alto,5,15100,Muito alto,151,Médio,www.portalbelohorizonte.com.br,Piorou,Banheiros,Indiferente,7,1,9,1,Sim,Desfiles de Escolas de Samba (terca  Av. Afonso Pena),Belotur,Masculino,Ensino Medio completo,Solteiro(a),Entre 3 SM e 5 SM (R$3.906 01 a R$6.51000),Entre 3 e 5 SM,5208,A pe,Sim,Sim,2023-02-20
BAIANAS OZADAS,33,Adulto,Morador,Minas Gerais,Brasil,,,,,,,,,,,100,Baixo,0,Muito baixo (zero),0,Muito baixo (zero),0,Muito baixo (zero),0,Muito baixo (zero),0,Muito baixo (zero),10000,Muito alto,1,10000,Muito alto,4,2500,Muito alto,25,Baixo,Instagram,Nem melhorou nem piorou,,Atendeu em parte,7,1,9,8,Sim,Nenhuma,Prefeitura,Feminino,Ensino Superior completo,Uniao Estavel,Entre 7 SM e 10 SM (R$9.11401 a R$13.02000),Entre 7 e 10 SM,11067,Veiculo Proprio,Sim,Nao,2023-02-20
HAVAYANAS USADAS,36,Adulto,Morador,Minas Gerais,Brasil,,,,,,,,,,,15,Baixo,32,Baixo,0,Muito baixo (zero),42,Baixo,0,Muito baixo (zero),0,Muito baixo (zero),8900,Muito alto,1,8900,Muito alto,2,4450,Muito alto,4450,Muito alto,www.portalbelohorizonte.com.br,Melhorou,,Atendeu plenamente,8,5,6,6,Sim,Nenhuma,Cemig,Feminino,Ensino Medio completo,Solteiro(a),Entre 3 SM e 5 SM (R$3.906 01 a R$6.51000),Entre 3 e 5 SM,5208,Aplicativos (Uber/99/InDrive),Sim,Nao,2023-02-20
BAIANAS OZADAS,43,Meia-idade,Morador,Minas Gerais,Brasil,,,,,,,,,,,80,Baixo,10,Baixo,0,Muito baixo (zero),0,Muito baixo (zero),0,Muito baixo (zero),0,Muito baixo (zero),90,Baixo,1,90,Baixo,1,90,Baixo,90,Baixo,www.portalbelohorizonte.com.br,,,Indiferente,8,9,10,5,Sim,Nenhuma,Prefeitura,Feminino,Ensino Tecnico completo,Divorciado(a),Entre 3 SM e 5 SM (R$3.906 01 a R$6.51000),Entre 3 e 5 SM,5208,Onibus coletivo,Sim,Nao,2023-02-20
HAVAYANAS USADAS,59,Meia-idade,Morador,Minas Gerais,Brasil,,,,,,,,,,,100,Baixo,0,Muito baixo (zero),0,Muito baixo (zero),0,Muito baixo (zero),0,Muito baixo (zero),0,Muito baixo (zero),10000,Muito alto,2,5000,Muito alto,3,3333,Muito alto,1667,Muito alto,Outros sites,Nem melhorou nem piorou,,Atendeu em parte,9,8,10,7,Sim,Eventos Privados,Secretaria Estadual de Turismo,Feminino,Ensino Superior completo,Divorciado(a),Entre 5 SM e 7 SM (R$6.51001 a R$ 9.11400),Entre 5 e 7 SM,7812,A pe,Sim,Nao,2023-02-20
BAIANAS OZADAS,53,Meia-idade,Morador,Minas Gerais,Brasil,,,,,,,,,,,100,Baixo,9,Baixo,0,Muito baixo (zero),5,Baixo,0,Muito baixo (zero),0,Muito baixo (zero),114,Médio,1,114,Médio,2,57,Baixo,57,Baixo,Radio,Melhorou,,Atendeu em parte,10,5,10,8,Sim,Desfiles de Escolas de Samba (terca  Av. Afonso Pena),Prefeitura,Feminino,Ensino Superior completo,Solteiro(a),NR_NS,,,Onibus coletivo,Sim,Nao,2023-02-20
HAVAYANAS USADAS,23,Jovem,Morador,Minas Gerais,Brasil,,,,,,,,,,,50,Baixo,60,Baixo,200,Médio,0,Muito baixo (zero),0,Muito baixo (zero),0,Muito baixo (zero),310,Médio,1,310,Médio,4,77.5,Baixo,77.5,Baixo,Instagram,,,Atendeu em parte,7,3,8,7,Sim,Nenhuma,Nao respondeu,Feminino,Posgraduacao/ Mestrado/ Doutorado completo,Solteiro(a),Entre 1 SM e 3 SM (R$ 1.30201 a R$3.90600),Entre 1 e 3 SM,2604,A pe,Sim,Nao,2023-02-20
BAIANAS OZADAS,36,Adulto,Morador,Minas Gerais,Brasil,,,,,,,,,,,100,Baixo,100,Baixo,0,Muito baixo (zero),0,Muito baixo (zero),150,Médio,0,Muito baixo (zero),350,Médio,1,350,Médio,1,350,Médio,350,Médio,Instagram,Nem melhorou nem piorou,,Atendeu plenamente,10,10,10,10,Sim,Eventos Privados,Nao sabe,Masculino,Ensino Medio completo,Solteiro(a),Entre 3 SM e 5 SM (R$3.906 01 a R$6.51000),Entre 3 e 5 SM,5208,Veiculo Proprio,Sim,Nao,2023-02-20
BAIANAS OZADAS,43,Meia-idade,Morador,Minas Gerais,Brasil,,,,,,,,,,,200,Médio,100,Baixo,50,Baixo,0,Muito baixo (zero),0,Muito baixo (zero),0,Muito baixo (zero),350,Médio,1,350,Médio,3,116.67,Médio,116.67,Médio,Instagram,Melhorou,,Superou,9,5,9,6,Sim,Nenhuma,Prefeitura,Feminino,Ensino Tecnico completo,Divorciado(a),Entre 5 SM e 7 SM (R$6.51001 a R$ 9.11400),Entre 5 e 7 SM,7812,Aplicativos (Uber/99/InDrive),Sim,Nao,2023-02-20
HAVAYANAS USADAS,31,Adulto,Morador,Minas Gerais,Brasil,,,,,,,,,,,0,Muito baixo (zero),0,Muito baixo (zero),0,Muito baixo (zero),0,Muito baixo (zero),0,Muito baixo (zero),0,Muito baixo (zero),0,Muito baixo (zero),1,0,Muito baixo (zero),3,0,Muito baixo (zero),0,Muito baixo (zero),www.portalbelohorizonte.com.br,Nem melhorou nem piorou,,Atendeu plenamente,8,8,8,6,Sim,Nenhuma,Brahma,Feminino,Ensino Medio completo,Solteiro(a),Entre 3 SM e 5 SM (R$3.906 01 a R$6.51000),Entre 3 e 5 SM,5208,Aplicativos (Uber/99/InDrive),Sim,Nao,2023-02-20
BAIANAS OZADAS,22,Jovem,Morador,Minas Gerais,Brasil,,,,,,,,,,,450,Médio,300,Médio,0,Muito baixo (zero),0,Muito baixo (zero),0,Muito baixo (zero),0,Muito baixo (zero),750,Alto,1,750,Alto,3,250,Médio,250,Médio,Amigos/Parentes,Melhorou,,NR_NS,7,0,1,5,Sim,Nenhuma,Skol,Masculino,Ensino Tecnico completo,Solteiro(a),Entre 1 SM e 3 SM (R$ 1.30201 a R$3.90600),Entre 1 e 3 SM,2604,Onibus coletivo,Sim,Sim,2023-02-20
HAVAYANAS USADAS,24,Jovem,Visitante,Minas Gerais,Brasil,Sim,5,Airbnb,APP carro (Uber 99 In driver),Novembro,Amigos/Parentes,5000,Muito alto,0,Muito baixo (zero),500,Médio,70,Baixo,0,Muito baixo (zero),0,Muito baixo (zero),0,Muito baixo (zero),0,Muito baixo (zero),5570,Muito alto,16,348.13,Médio,6,928.33,Alto,58.02,Baixo,Amigos/Parentes,,,Atendeu em parte,7,1,8,8,NR_NS,Nenhuma,Nao sabe,Feminino,Ensino Superior completo,Solteiro(a),Entre 1 SM e 3 SM (R$ 1.30201 a R$3.90600),Entre 1 e 3 SM,2604,Aplicativos (Uber/99/InDrive),Sim,Nao,2023-02-20
HAVAYANAS USADAS,29,Jovem,Morador,Minas Gerais,Brasil,,,,,,,,,,,0,Muito baixo (zero),25,Baixo,0,Muito baixo (zero),60,Baixo,0,Muito baixo (zero),0,Muito baixo (zero),85,Baixo,1,85,Baixo,2,42.5,Baixo,42.5,Baixo,Instagram,Nem melhorou nem piorou,,Atendeu plenamente,8,1,7,1,Sim,Nenhuma,Boticario,Feminino,Posgraduacao/ Mestrado/ Doutorado completo,Solteiro(a),Entre 5 SM e 7 SM (R$6.51001 a R$ 9.11400),Entre 5 e 7 SM,7812,Aplicativos (Uber/99/InDrive),Sim,Nao,2023-02-20
HAVAYANAS USADAS,26,Jovem,Morador,Minas Gerais,Brasil,,,,,,,,,,,150,Médio,180,Médio,50,Baixo,0,Muito baixo (zero),0,Muito baixo (zero),0,Muito baixo (zero),380,Médio,1,380,Médio,4,95,Baixo,95,Baixo,Outros sites,Melhorou,,Atendeu plenamente,10,8,10,7,Sim,Nenhuma,Nao respondeu,Masculino,Ensino Superior completo,Solteiro(a),Entre 1 SM e 3 SM (R$ 1.30201 a R$3.90600),Entre 1 e 3 SM,2604,Onibus coletivo,Sim,Sim,2023-02-20
HAVAYANAS USADAS,35,Adulto,Morador,Minas Gerais,Brasil,,,,,,,,,,,150,Médio,0,Muito baixo (zero),0,Muito baixo (zero),40,Baixo,0,Muito baixo (zero),0,Muito baixo (zero),190,Médio,8,23.75,Baixo,3,63.33,Baixo,7.92,Baixo,Whatsapp,Melhorou,,Atendeu plenamente,10,8,10,5,Sim,Nenhuma,Belotur,Masculino,Ensino Medio completo,Casado(a),Entre 7 SM e 10 SM (R$9.11401 a R$13.02000),Entre 7 e 10 SM,11067,A pe,Sim,Nao,2023-02-20
HAVAYANAS USADAS,25,Jovem,Morador,Minas Gerais,Brasil,,,,,,,,,,,50,Baixo,100,Baixo,0,Muito baixo (zero),0,Muito baixo (zero),0,Muito baixo (zero),0,Muito baixo (zero),150,Médio,1,150,Médio,3,50,Baixo,50,Baixo,Outros sites,Nem melhorou nem piorou,,Atendeu plenamente,8,3,10,5,Sim,Nenhuma,Nao respondeu,Masculino,Ensino Tecnico completo,Solteiro(a),Ate 1 SM (R$ 1.30200),Até 1 SM,1302,Aplicativos (Uber/99/InDrive),Sim,Sim,2023-02-20
HAVAYANAS USADAS,43,Meia-idade,Visitante,Amazonas,Brasil,Sim,60,Casa de apoio,Aviao,Janeiro,Midias sociais,1000,Alto,800,Alto,400,Médio,500,Médio,0,Muito baixo (zero),1000,Alto,300,Médio,400,Médio,4400,Muito alto,2,2200,Muito alto,4,1100,Muito alto,550,Alto,Instagram,Melhorou,,Superou,10,9,10,10,Sim,Desfiles de Escolas de Samba (terca  Av. Afonso Pena),Prefeitura,Masculino,Posgraduacao/ Mestrado/ Doutorado completo,Solteiro(a),Acima de 10 SM (R$ 13.02001),Acima de 10 SM,13020,A pe,Sim,Nao,2023-02-20
HAVAYANAS USADAS,25,Jovem,Morador,Minas Gerais,Brasil,,,,,,,,,,,25,Baixo,10,Baixo,0,Muito baixo (zero),50,Baixo,0,Muito baixo (zero),0,Muito baixo (zero),85,Baixo,1,85,Baixo,3,28.33,Baixo,28.33,Baixo,Amigos/Parentes,Melhorou,,Superou,8,4,8,3,Sim,Nenhuma,Nao respondeu,Masculino,Ensino Superior completo,Solteiro(a),Entre 1 SM e 3 SM (R$ 1.30201 a R$3.90600),Entre 1 e 3 SM,2604,A pe,Sim,Nao,2023-02-20
HAVAYANAS USADAS,32,Adulto,Morador,Minas Gerais,Brasil,,,,,,,,,,,40,Baixo,70,Baixo,0,Muito baixo (zero),50,Baixo,0,Muito baixo (zero),0,Muito baixo (zero),160,Médio,1,160,Médio,4,40,Baixo,40,Baixo,Instagram,Nem melhorou nem piorou,,Atendeu em parte,9,7,8,7,Sim,Nenhuma,Amstel,Masculino,Ensino Superior completo,Solteiro(a),Entre 3 SM e 5 SM (R$3.906 01 a R$6.51000),Entre 3 e 5 SM,5208,Aplicativos (Uber/99/InDrive),Sim,Sim,2023-02-20
HAVAYANAS USADAS,26,Jovem,Visitante,Rio de Janeiro,Brasil,Sim,3,Casa de Amigos/Parentes,Carro/Moto,Fevereiro,Amigos/Parentes,0,Muito baixo (zero),0,Muito baixo (zero),70,Baixo,100,Baixo,50,Baixo,0,Muito baixo (zero),0,Muito baixo (zero),0,Muito baixo (zero),220,Médio,1,220,Médio,3,73.33,Baixo,73.33,Baixo,Amigos/Parentes,Nem melhorou nem piorou,,Atendeu plenamente,9,3,8,7,Sim,Nenhuma,Nao respondeu,Feminino,Ensino Superior completo,Solteiro(a),Entre 3 SM e 5 SM (R$3.906 01 a R$6.51000),Entre 3 e 5 SM,5208,Aplicativos (Uber/99/InDrive),Sim,Sim,2023-02-20
HAVAYANAS USADAS,50,Meia-idade,Morador,Minas Gerais,Brasil,,,,,,,,,,,100,Baixo,20,Baixo,20,Baixo,20,Baixo,0,Muito baixo (zero),0,Muito baixo (zero),160,Médio,1,160,Médio,1,160,Médio,160,Médio,TikTok,Melhorou,,Superou,8,4,6,0,Sim,Nenhuma,Brahma,Feminino,Ensino Medio completo,Solteiro(a),Entre 3 SM e 5 SM (R$3.906 01 a R$6.51000),Entre 3 e 5 SM,5208,Onibus coletivo,Sim,Nao,2023-02-20
HAVAYANAS USADAS,43,Meia-idade,Visitante,Minas Gerais,Brasil,Sim,6,Casa de Amigos/Parentes,Carro/Moto,Setembro,Midias sociais,0,Muito baixo (zero),0,Muito baixo (zero),50,Baixo,50,Baixo,0,Muito baixo (zero),200,Médio,0,Muito baixo (zero),0,Muito baixo (zero),300,Médio,1,300,Médio,4,75,Baixo,75,Baixo,Outros sites,Melhorou,,Atendeu plenamente,9,6,10,8,Sim,Nenhuma,Nao respondeu,Masculino,Posgraduacao/ Mestrado/ Doutorado completo,Solteiro(a),Acima de 10 SM (R$ 13.02001),Acima de 10 SM,13020,Aplicativos (Uber/99/InDrive),Sim,Sim,2023-02-20
HAVAYANAS USADAS,31,Adulto,Morador,Minas Gerais,Brasil,,,,,,,,,,,100,Baixo,100,Baixo,0,Muito baixo (zero),0,Muito baixo (zero),0,Muito baixo (zero),0,Muito baixo (zero),200,Médio,1,200,Médio,4,50,Baixo,50,Baixo,Prefeitura,Piorou,Os blocos acabam cedo,Nao satisfez/decepcionou,8,10,1,1,Nao,Nenhuma,Ambev,Masculino,Ensino Medio completo,Solteiro(a),Entre 1 SM e 3 SM (R$ 1.30201 a R$3.90600),Entre 1 e 3 SM,2604,Onibus coletivo,Sim,Sim,2023-02-20
HAVAYANAS USADAS,64,Idoso,Morador,Minas Gerais,Brasil,,,,,,,,,,,0,Muito baixo (zero),0,Muito baixo (zero),0,Muito baixo (zero),0,Muito baixo (zero),0,Muito baixo (zero),0,Muito baixo (zero),0,Muito baixo (zero),1,0,Muito baixo (zero),1,0,Muito baixo (zero),0,Muito baixo (zero),NR_NS,,,Superou,8,6,6,7,Sim,Nenhuma,Nao sabe,Feminino,Ensino Medio completo,Divorciado(a),Entre 1 SM e 3 SM (R$ 1.30201 a R$3.90600),Entre 1 e 3 SM,2604,A pe,Sim,Nao,2023-02-20
HAVAYANAS USADAS,25,Jovem,Visitante,Minas Gerais,Brasil,Sim,5,Casa de Amigos/Parentes,Onibus rodoviario,Janeiro,Amigos/Parentes,0,Muito baixo (zero),0,Muito baixo (zero),30,Baixo,60,Baixo,150,Médio,70,Baixo,0,Muito baixo (zero),0,Muito baixo (zero),310,Médio,1,310,Médio,4,77.5,Baixo,77.5,Baixo,Amigos/Parentes,Nem melhorou nem piorou,,Atendeu em parte,7,10,8,1,Sim,Nenhuma,Ambev,Feminino,Ensino Superior completo,Solteiro(a),Entre 3 SM e 5 SM (R$3.906 01 a R$6.51000),Entre 3 e 5 SM,5208,Aplicativos (Uber/99/InDrive),Sim,Sim,2023-02-20
HAVAYANAS USADAS,30,Adulto,Morador,Minas Gerais,Brasil,,,,,,,,,,,150,Médio,80,Baixo,100,Baixo,0,Muito baixo (zero),0,Muito baixo (zero),0,Muito baixo (zero),330,Médio,2,165,Médio,5,66,Baixo,33,Baixo,Outros sites,Melhorou,,Atendeu plenamente,10,8,9,9,Sim,Nenhuma,Prefeitura,Masculino,Ensino Superior completo,Solteiro(a),Acima de 10 SM (R$ 13.02001),Acima de 10 SM,13020,Aplicativos (Uber/99/InDrive),Sim,Sim,2023-02-20
HAVAYANAS USADAS,38,Adulto,Morador,Minas Gerais,Brasil,,,,,,,,,,,0,Muito baixo (zero),5,Baixo,0,Muito baixo (zero),60,Baixo,0,Muito baixo (zero),0,Muito baixo (zero),65,Baixo,2,32.5,Baixo,2,32.5,Baixo,16.25,Baixo,Instagram,Melhorou,,Atendeu plenamente,10,10,10,0,Sim,Nenhuma,Ambev,Feminino,Posgraduacao/ Mestrado/ Doutorado completo,Solteiro(a),Entre 1 SM e 3 SM (R$ 1.30201 a R$3.90600),Entre 1 e 3 SM,2604,Veiculo Proprio,Sim,Nao,2023-02-20
HAVAYANAS USADAS,30,Adulto,Visitante,Minas Gerais,Brasil,Sim,6,Casa de Amigos/Parentes,Carro/Moto,NR_NS,Midias sociais,0,Muito baixo (zero),0,Muito baixo (zero),300,Médio,150,Médio,0,Muito baixo (zero),60,Baixo,50,Baixo,0,Muito baixo (zero),560,Alto,2,280,Médio,4,140,Médio,70,Baixo,Outros sites,Melhorou,,Atendeu plenamente,7,9,8,8,Sim,Eventos Privados,Brahma,Feminino,Posgraduacao/ Mestrado/ Doutorado completo,Solteiro(a),Entre 3 SM e 5 SM (R$3.906 01 a R$6.51000),Entre 3 e 5 SM,5208,Onibus coletivo,Sim,Sim,2023-02-20
HAVAYANAS USADAS,42,Meia-idade,Morador,Minas Gerais,Brasil,,,,,,,,,,,50,Baixo,0,Muito baixo (zero),200,Médio,350,Médio,0,Muito baixo (zero),0,Muito baixo (zero),600,Alto,3,200,Médio,6,100,Baixo,33.33,Baixo,www.portalbelohorizonte.com.br,Melhorou,,Atendeu plenamente,10,7,10,10,Sim,Nenhuma,Cervejarias,Feminino,Ensino Superior completo,Casado(a),Acima de 10 SM (R$ 13.02001),Acima de 10 SM,13020,Veiculo Proprio,Sim,Nao,2023-02-20
HAVAYANAS USADAS,34,Adulto,Morador,Minas Gerais,Brasil,,,,,,,,,,,150,Médio,100,Baixo,0,Muito baixo (zero),0,Muito baixo (zero),0,Muito baixo (zero),50,Baixo,300,Médio,3,100,Baixo,2,150,Médio,50,Baixo,Instagram,NR_NS,,Atendeu plenamente,7,5,7,8,Sim,Nenhuma,Prefeitura,Masculino,Ensino Medio completo,Solteiro(a),Entre 3 SM e 5 SM (R$3.906 01 a R$6.51000),Entre 3 e 5 SM,5208,Onibus coletivo,Sim,Sim,2023-02-20
HAVAYANAS USADAS,35,Adulto,Morador,Minas Gerais,Brasil,,,,,,,,,,,40,Baixo,50,Baixo,0,Muito baixo (zero),150,Médio,50,Baixo,0,Muito baixo (zero),290,Médio,1,290,Médio,4,72.5,Baixo,72.5,Baixo,Amigos/Parentes,Nem melhorou nem piorou,,Atendeu plenamente,8,4,8,4,Sim,Eventos Privados,Nao respondeu,Masculino,Ensino Superior completo,Uniao Estavel,Acima de 10 SM (R$ 13.02001),Acima de 10 SM,13020,Aplicativos (Uber/99/InDrive),Sim,Nao,2023-02-20
HAVAYANAS USADAS,50,Meia-idade,Morador,Minas Gerais,Brasil,,,,,,,,,,,0,Muito baixo (zero),50,Baixo,0,Muito baixo (zero),0,Muito baixo (zero),0,Muito baixo (zero),0,Muito baixo (zero),50,Baixo,1,50,Baixo,4,12.5,Baixo,12.5,Baixo,www.portalbelohorizonte.com.br,Melhorou,,Superou,9,8,8,0,Sim,Nenhuma,Nao sabe,Feminino,Ensino Superior completo,Solteiro(a),Entre 1 SM e 3 SM (R$ 1.30201 a R$3.90600),Entre 1 e 3 SM,2604,A pe,Sim,Nao,2023-02-20
HAVAYANAS USADAS,28,Jovem,Morador,Minas Gerais,Brasil,,,,,,,,,,,100,Baixo,50,Baixo,200,Médio,20,Baixo,0,Muito baixo (zero),0,Muito baixo (zero),370,Médio,1,370,Médio,4,92.5,Baixo,92.5,Baixo,Instagram,Nem melhorou nem piorou,,Atendeu em parte,7,4,8,4,Sim,Nenhuma,Nao respondeu,Feminino,Posgraduacao/ Mestrado/ Doutorado completo,Solteiro(a),Entre 1 SM e 3 SM (R$ 1.30201 a R$3.90600),Entre 1 e 3 SM,2604,Carro de amigos ou Parentes,Sim,Sim,2023-02-20
HAVAYANAS USADAS,30,Adulto,Morador,Minas Gerais,Brasil,,,,,,,,,,,50,Baixo,0,Muito baixo (zero),0,Muito baixo (zero),0,Muito baixo (zero),0,Muito baixo (zero),0,Muito baixo (zero),50,Baixo,2,25,Baixo,2,25,Baixo,12.5,Baixo,Instagram,Melhorou,,Superou,8,5,8,5,Sim,Nenhuma,Prefeitura,Masculino,Ensino Medio completo,Casado(a),Entre 3 SM e 5 SM (R$3.906 01 a R$6.51000),Entre 3 e 5 SM,5208,A pe,Sim,Nao,2023-02-20
